# Constructed from biom file
#OTU ID	A2511	J2515	taxonomy
fd76516fb77cc77fc8dae8d0343da17d	120.0	66.0	Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; Colwelliaceae; Colwellia; 
8334f78e44ab9a8d7e69cc979716710f	68.0	130.0	Archaea; Euryarchaeota; Thermoplasmata; Marine Group II; ; ; 
c61d4c3ff7b9f30a82bf1de54b6dec70	128.0	419.0	Bacteria; Bacteroidetes; Bacteroidia; Flavobacteriales; Cryomorphaceae; uncultured; uncultured bacterium
555b33eb3c6ce5539cd445d2eb736bd1	328.0	1087.0	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; ; 
f2ca488621df81390c6a98237e87ac23	1134.0	5291.0	Bacteria; Proteobacteria; Gammaproteobacteria; Oceanospirillales; Nitrincolaceae; uncultured; metagenome
f4364d4bc6c59792c44e274c0d684f45	17.0	0.0	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; ; 
702af9e944edfd5a1a7f0dce0d566376	55.0	70.0	Bacteria; Actinobacteria; Actinobacteria; Micrococcales; Microbacteriaceae; ; 
ea866ceb4985be8fb03c423aad607fc8	7.0	61.0	Bacteria; Bacteroidetes; Bacteroidia; Flavobacteriales; Flavobacteriaceae; Flavicella; uncultured bacterium
ecd552b053fbadcdc5ab317954e20e3d	4.0	6.0	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; Magnetospiraceae; uncultured; uncultured alpha proteobacterium
045b612de2b6cbed79fc46dc8c01f8e4	0.0	10.0	Bacteria; Proteobacteria; Deltaproteobacteria; SAR324 clade(Marine group B); bacterium associated with Parathyasira sp.; bacterium associated with Parathyasira sp.; bacterium associated with Parathyasira sp.
c1f776917094339f26d7578d4646d538	0.0	5.0	Bacteria; Proteobacteria; Gammaproteobacteria; Coxiellales; Coxiellaceae; Coxiella; 
14b49bd6810f9f7c4dc71a217016e964	6.0	11.0	Bacteria; Proteobacteria; Gammaproteobacteria; Ga0077536; ; ; 
1f60d1bdc49a59b16eb76eb94e6287d8	0.0	5.0	Bacteria; Dependentiae; Babeliae; Babeliales; UBA12409; candidate division TM6 bacterium RIFCSPHIGHO2_12_FULL_36_22; candidate division TM6 bacterium RIFCSPHIGHO2_12_FULL_36_22
a1d3419e181cb7d4fa1e78e905b89ad5	25.0	31.0	Bacteria; Proteobacteria; Deltaproteobacteria; Desulfobacterales; Desulfobulbaceae; Desulfotalea; uncultured bacterium
fa7a2599a3f9c59c576a571a64c684ef	357.0	156.0	Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; Colwelliaceae; Thalassotalea; Thalassotalea sp. HMF2303
a65f0f9c189be1c06fc5044aadbc5b45	12.0	12.0	Bacteria; Proteobacteria; Gammaproteobacteria; Legionellales; Legionellaceae; uncultured; uncultured bacterium
4c5a9ecef196a1ae154d3b341d972d0d	0.0	10.0	Bacteria; Epsilonbacteraeota; Campylobacteria; Campylobacterales; Arcobacteraceae; Arcobacter; bioreactor metagenome
322ae6fc577f74157d36c30d185ff1c1	79.0	118.0	Bacteria; Bacteroidetes; Bacteroidia; Flavobacteriales; NS9 marine group; ; 
16c7c8912f8488d9b89aacd9956621c2	3.0	5.0	Bacteria; Proteobacteria; Gammaproteobacteria; Diplorickettsiales; Diplorickettsiaceae; uncultured; uncultured gamma proteobacterium
5807a294945dc9efeb280ae44727eaa1	6.0	0.0	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidetes VC2.1 Bac22; metagenome; metagenome; metagenome
a22c8ef72659b99e76dd5d4ec6b37843	0.0	10.0	Bacteria; Actinobacteria; Coriobacteriia; Coriobacteriales; Atopobiaceae; Atopobium; Atopobium vaginae
e9528150163296033ee663ab51145f74	15.0	18.0	Bacteria; Marinimicrobia (SAR406 clade); unidentified marine bacterioplankton; unidentified marine bacterioplankton; unidentified marine bacterioplankton; unidentified marine bacterioplankton; unidentified marine bacterioplankton
a9dad510fef3208882c92e6558782f54	0.0	42.0	Bacteria; Proteobacteria; Gammaproteobacteria; Thiomicrospirales; Thioglobaceae; SUP05 cluster; 
7044201b9f266ac1168aaae5af250f57	48.0	46.0	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; uncultured; 
09a0a71231fb491d26916eb43ded666e	4.0	29.0	Bacteria; Bacteroidetes; Bacteroidia; Flavobacteriales; Schleiferiaceae; Schleiferia; 
697dc02ae5aa9251dcb2b9b98027417f	0.0	17.0	Bacteria; Proteobacteria; Gammaproteobacteria; Legionellales; Legionellaceae; Legionella; 
d0bd24da551a53d14c2d0c7ac2e00d04	0.0	11.0	Bacteria; Actinobacteria; Actinobacteria; Kineosporiales; Kineosporiaceae; Kineosporia; 
d5d18352c689ab006bc657b78bfd11e8	697.0	1512.0	Bacteria; Bacteroidetes; Bacteroidia; Flavobacteriales; Flavobacteriaceae; ; 
203c2fc4840318e3a8180cebb58b26d4	21.0	18.0	Bacteria; Actinobacteria; Acidimicrobiia; Microtrichales; Microtrichaceae; Sva0996 marine group; marine metagenome
453cf07d3e96e304f23fbde7b355fe70	25.0	44.0	Bacteria; Actinobacteria; Actinobacteria; Micrococcales; Microbacteriaceae; ; 
ec337e105c03132e7fa6829c912e09b3	13.0	11.0	Bacteria; Verrucomicrobia; Verrucomicrobiae; Pedosphaerales; Pedosphaeraceae; uncultured Verrucomicrobia bacterium; uncultured Verrucomicrobia bacterium
731a130efa176195313dcb4d62ce700e	39.0	0.0	Bacteria; Bacteroidetes; Bacteroidia; Flavobacteriales; Flavobacteriaceae; Flavobacterium; 
26f925c845dfad50c18e4c9f1b04d4c7	35.0	11.0	Bacteria; Proteobacteria; Gammaproteobacteria; Cellvibrionales; Spongiibacteraceae; Spongiibacter; 
f30b546a68a43e74f0e8552558ac5288	0.0	10.0	Bacteria; Lentisphaerae; Lentisphaeria; Lentisphaerales; Lentisphaeraceae; Lentisphaera; 
865f48070e7fe281ca9c16d8a1ad247d	27.0	29.0	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; Magnetospiraceae; uncultured; 
21d05aac8070d05f493325ca352fde48	6.0	0.0	Bacteria; Bacteroidetes; Bacteroidia; Flavobacteriales; Crocinitomicaceae; Fluviicola; 
6bacde47c347cd5024961b82b5de47bb	5.0	0.0	Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; Shewanellaceae; Shewanella; 
a2afcad6722a75f5b1ec79e56e6fdf02	115.0	107.0	Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; Pseudoalteromonadaceae; Pseudoalteromonas; Pseudoalteromonas sp. '520P1 No. 423'
2c0b1d66e29c6cfc0567a282ede8243b	41.0	42.0	Archaea; Thaumarchaeota; Nitrososphaeria; Nitrosopumilales; Nitrosopumilaceae; Candidatus Nitrosopelagicus; 
3cc9ba605aa1e36ba39abc39d2e58c17	21.0	0.0	Bacteria; Proteobacteria; Gammaproteobacteria; Oceanospirillales; Pseudohongiellaceae; Pseudohongiella; 
2c7c9872dd7201e085eb14e9d70d1d14	0.0	2.0	Bacteria; ; ; ; ; ; 
e53981869dab674120a3a193e092bd71	6.0	9.0	Bacteria; Verrucomicrobia; Verrucomicrobiae; Chthoniobacterales; Xiphinematobacteraceae; Candidatus Xiphinematobacter; metagenome
2b4d446cd6c3bea97852d320850b4993	16.0	0.0	Bacteria; Marinimicrobia (SAR406 clade); ; ; ; ; 
e3b4d8da5a306826ba7886e25fba0287	0.0	15.0	Bacteria; Proteobacteria; Deltaproteobacteria; PB19; ; ; 
23c4f9b98e2765c4a24a68d86fd94c10	23.0	30.0	Bacteria; Proteobacteria; Alphaproteobacteria; Puniceispirillales; SAR116 clade; ; 
e1f84b95f27e32f9a66f00f94ee6e371	0.0	6.0	Bacteria; Marinimicrobia (SAR406 clade); ; ; ; ; 
38de15976347ad5c3f2cf12180860d8c	0.0	9.0	Bacteria; Kiritimatiellaeota; Kiritimatiellae; Kiritimatiellales; Kiritimatiellaceae; R76-B128; uncultured bacterium
86b8ae6f51d8820b3c3449115b757e89	0.0	20.0	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; ; 
8f495d5a976eb356194dc28071b6f47b	8.0	0.0	Bacteria; PAUC34f; uncultured marine bacterium; uncultured marine bacterium; uncultured marine bacterium; uncultured marine bacterium; uncultured marine bacterium
cbc5a8de2b20666c5c90f51868752bb5	79.0	327.0	Bacteria; Proteobacteria; Gammaproteobacteria; Betaproteobacteriales; Gallionellaceae; Candidatus Nitrotoga; uncultured bacterium
ffa4eea716328e237364b19955e1e7b7	0.0	20.0	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; Magnetospiraceae; uncultured; uncultured marine bacterium
c41a89dc1c7374fd7f57abc90cc6ab4f	0.0	12.0	Bacteria; Proteobacteria; Alphaproteobacteria; Micropepsales; Micropepsaceae; uncultured; 
fc766700de4b256cb2fee73daeea4484	0.0	12.0	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; ; 
a1738eb82bd3292e0f8c363ab2261bf1	0.0	11.0	Bacteria; Proteobacteria; Deltaproteobacteria; PB19; uncultured delta proteobacterium; uncultured delta proteobacterium; uncultured delta proteobacterium
9380eac5ee2cf8d4a60f4b9f10bd5f16	53.0	200.0	Archaea; Euryarchaeota; Thermoplasmata; Marine Group II; ; ; 
f6bc87821a43b3c368203a0a063ddf56	198.0	300.0	Bacteria; Bacteroidetes; Bacteroidia; Flavobacteriales; NS9 marine group; ; 
e972a1d662c55ebf1b6d9afeb75b3875	6.0	8.0	Bacteria; Planctomycetes; Planctomycetacia; Pirellulales; Pirellulaceae; Rhodopirellula; hydrothermal vent metagenome
6fb5dc26c4cc567ca07dbb39a5c3bb26	27.0	0.0	Bacteria; Proteobacteria; Gammaproteobacteria; Betaproteobacteriales; Burkholderiaceae; Massilia; 
584f1697100a921dd25018b7c8561546	0.0	10.0	Bacteria; Proteobacteria; Alphaproteobacteria; ; ; ; 
81e9420331884bc011b1db392f1f0adc	9.0	0.0	Bacteria; Planctomycetes; Planctomycetacia; Pirellulales; Pirellulaceae; uncultured; 
5e9d27dfbb2c8da6c1a16afa4eac913a	78.0	95.0	Bacteria; Bacteroidetes; Bacteroidia; Flavobacteriales; Flavobacteriaceae; NS5 marine group; 
bea481436a51cdc489c0075761203efc	0.0	139.0	Bacteria; Proteobacteria; Gammaproteobacteria; Thiomicrospirales; Thioglobaceae; SUP05 cluster; 
78fe0895fdde812b43950244497417af	24.0	0.0	Bacteria; Proteobacteria; Gammaproteobacteria; Cellvibrionales; Spongiibacteraceae; Spongiibacter; 
f035398763008058685bee93719d9c54	0.0	16.0	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; uncultured; Clostridiales bacterium HAW-EB17
398adf9c039fdf976d3da9dfef92ff2e	0.0	4.0	Bacteria; Bacteroidetes; Bacteroidia; Chitinophagales; Chitinophagaceae; Parafilimonas; uncultured bacterium
a5bb2450fde6242d0a18050e729f8c5c	92.0	32.0	Bacteria; Patescibacteria; Gracilibacteria; JGI 0000069-P22; ; ; 
993bf414eec4f375fd62f0a337c57fbd	0.0	9.0	Bacteria; Planctomycetes; OM190; uncultured marine bacterium; uncultured marine bacterium; uncultured marine bacterium; uncultured marine bacterium
b2c7f912f0c9c47667ab4ecdc1bff415	6.0	17.0	Bacteria; Proteobacteria; Alphaproteobacteria; Kordiimonadales; uncultured; uncultured bacterium; uncultured bacterium
709bd24cec0e41d061a84438bba54571	0.0	38.0	Bacteria; Bacteroidetes; Bacteroidia; Flavobacteriales; Cryomorphaceae; uncultured; marine metagenome
0e2e91fba1ca9ed7de2d11ea4786c914	8.0	7.0	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; 
4ddfecf6ecb6b5d42e544e1b3f95fd75	15.0	0.0	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Devosiaceae; Devosia; Devosia glacialis
891b232ced7872fbba8b0c951bc13ca7	2.0	0.0	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidetes VC2.1 Bac22; metagenome; metagenome; metagenome
52060c1e53be0e3824bd0c3f968779d4	4.0	0.0	Bacteria; Lentisphaerae; Lentisphaeria; Victivallales; BD2-3; uncultured Verrucomicrobia bacterium; uncultured Verrucomicrobia bacterium
5cb851b1260e97803d3cd89fdf773510	7.0	9.0	Bacteria; Bacteroidetes; Bacteroidia; Cytophagales; Cyclobacteriaceae; uncultured; uncultured Bacteroidetes bacterium
4b961b84716ac167392b11929d702643	25.0	0.0	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Novosphingobium; 
f7d0fd8ac76fbabe92eb198ddc1419e6	5.0	4.0	Bacteria; Gemmatimonadetes; BD2-11 terrestrial group; uncultured marine bacterium Ant4D5; uncultured marine bacterium Ant4D5; uncultured marine bacterium Ant4D5; uncultured marine bacterium Ant4D5
675b8ccf722dfa61a8cfa53c4bb84f8e	19.0	15.0	Bacteria; Marinimicrobia (SAR406 clade); metagenome; metagenome; metagenome; metagenome; metagenome
dea4f677178ee3babbe543fe7e49d56c	9.0	5.0	Bacteria; Bacteroidetes; Bacteroidia; Flavobacteriales; NS9 marine group; uncultured bacterium; uncultured bacterium
6ac5c96c76c2ab2a4f3486ed460b1750	2.0	0.0	Bacteria; Proteobacteria; Deltaproteobacteria; Bdellovibrionales; Bdellovibrionaceae; OM27 clade; uncultured delta proteobacterium
dba0200281f711b6bebe83de2d6b8892	14.0	32.0	Bacteria; Bacteroidetes; Bacteroidia; Flavobacteriales; Flavobacteriaceae; NS4 marine group; 
8d8a0bfc3191d9d90bf1acad1d744ca8	11.0	20.0	Bacteria; Proteobacteria; Deltaproteobacteria; SAR324 clade(Marine group B); uncultured delta proteobacterium Sva0853; uncultured delta proteobacterium Sva0853; uncultured delta proteobacterium Sva0853
8c7bd7911f5b87a7a754690741d59e83	6.0	0.0	Bacteria; Verrucomicrobia; Verrucomicrobiae; Arctic97B-4 marine group; metagenome; metagenome; metagenome
4711fddd65fe13062ff99d75db8aa5d4	15.0	7.0	Bacteria; Proteobacteria; Gammaproteobacteria; Steroidobacterales; Woeseiaceae; Woeseia; 
53a28cd19f151d2387502afd777dfdc2	0.0	4.0	Bacteria; Proteobacteria; Gammaproteobacteria; Piscirickettsiales; Piscirickettsiaceae; Candidatus Endoecteinascidia; uncultured gamma proteobacterium
63d867d2d963ea409d76761a3672ddf5	0.0	5.0	Bacteria; Planctomycetes; Pla3 lineage; ; ; ; 
3391f21c128950d5850839a59eac3d4d	19.0	17.0	Bacteria; Proteobacteria; Gammaproteobacteria; OM182 clade; ; ; 
6376ea6dab7d0fde3cd66f53b57e1484	27.0	0.0	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; 
24dcfb318c3ffa1ef67cd0de1b04405c	9.0	12.0	Bacteria; Proteobacteria; Deltaproteobacteria; SAR324 clade(Marine group B); SAR324 cluster bacterium JCVI-SC AAA005; SAR324 cluster bacterium JCVI-SC AAA005; SAR324 cluster bacterium JCVI-SC AAA005
e406ce5973610070401ae8320ddeae1f	9.0	39.0	Archaea; Euryarchaeota; Thermoplasmata; Marine Group II; ; ; 
53d9c860ca705176b1f2861dac2ddecc	0.0	13.0	Bacteria; Proteobacteria; Deltaproteobacteria; Desulfobacterales; Desulfobulbaceae; Candidatus Electrothrix; uncultured bacterium
f7602e7d65ce4587e704ab290edb0999	0.0	6.0	Bacteria; Proteobacteria; Deltaproteobacteria; Desulfobacterales; Desulfobacteraceae; Desulfofrigus; uncultured bacterium
14b2d26bb9ddf9abfd5744a502fcc6d7	479.0	2455.0	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; ; 
7c7de256777fbb215ff479f72b44f76c	7.0	0.0	Bacteria; Marinimicrobia (SAR406 clade); ; ; ; ; 
b4391aca8a3ee6159dcf5c1908429ee6	4.0	0.0	Bacteria; Proteobacteria; Deltaproteobacteria; PB19; uncultured bacterium; uncultured bacterium; uncultured bacterium
968f578aa34bb7a72b9c9038826b00f2	14.0	0.0	Bacteria; Bacteroidetes; Bacteroidia; Flavobacteriales; Crocinitomicaceae; Salinirepens; 
0297f9b0f5583d02665855b43c174acc	4.0	0.0	Bacteria; Proteobacteria; Deltaproteobacteria; Desulfarculales; Desulfarculaceae; Desulfatiglans; marine metagenome
9eab7a1249300ee6e9757c224201f94d	12.0	15.0	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Stenotrophomonas; 
89e4b801c46c06154706c5bcbe846ce0	0.0	13.0	Bacteria; Bacteroidetes; Bacteroidia; Flavobacteriales; NS9 marine group; ; 
84b738cddad75358f87ba65365842a87	104.0	53.0	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; AEGEAN-169 marine group; uncultured alpha proteobacterium; uncultured alpha proteobacterium
5e72e63af064c0b364c4053a77314fd4	50.0	43.0	Bacteria; Proteobacteria; Gammaproteobacteria; Oceanospirillales; Saccharospirillaceae; uncultured deep-sea bacterium; uncultured deep-sea bacterium
d24ba3e2bca71e0ab8255a046debb2a6	5.0	9.0	Bacteria; Proteobacteria; Deltaproteobacteria; Bdellovibrionales; Bdellovibrionaceae; OM27 clade; uncultured delta proteobacterium
a900b6678ce86851fb16bfafb87f3326	9724.0	16355.0	Bacteria; Proteobacteria; Gammaproteobacteria; Thiomicrospirales; Thioglobaceae; SUP05 cluster; 
be55db2bc3b7820bcaaa14644d7c5ea6	3.0	0.0	Bacteria; Armatimonadetes; Armatimonadia; Armatimonadales; uncultured eubacterium WD294; uncultured eubacterium WD294; uncultured eubacterium WD294
ff706b6120ad46a5c6d303d41d306c0c	9.0	0.0	Bacteria; Proteobacteria; Deltaproteobacteria; Bdellovibrionales; Bdellovibrionaceae; OM27 clade; 
fff755134860d0c5af35d9b2a90f0bb2	10.0	9.0	Bacteria; Dadabacteria; Dadabacteriia; Dadabacteriales; uncultured marine bacterium; uncultured marine bacterium; uncultured marine bacterium
05b6fce12600899b6ecff0615d027c3d	5.0	6.0	Bacteria; Marinimicrobia (SAR406 clade); uncultured bacterium FGYC_13M19; uncultured bacterium FGYC_13M19; uncultured bacterium FGYC_13M19; uncultured bacterium FGYC_13M19; uncultured bacterium FGYC_13M19
c946732474c4176549d204c9d9582e0f	7.0	0.0	Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; Idiomarinaceae; Aliidiomarina; uncultured bacterium
9ac3bb1d7dedb08a012692a6f536b5af	37.0	30.0	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingomonas; 
4bab56dcb81e254394c6cea4483b60a4	10.0	0.0	Bacteria; Actinobacteria; Thermoleophilia; Solirubrobacterales; 67-14; metagenome; metagenome
4ae83d74ad719968841b2be6d950de3f	64.0	60.0	Bacteria; Bacteroidetes; Bacteroidia; Flavobacteriales; NS9 marine group; ; 
4bca09b0e91f744c4183dd594d3790f4	44.0	20.0	Bacteria; Planctomycetes; OM190; uncultured planctomycete; uncultured planctomycete; uncultured planctomycete; uncultured planctomycete
aba1f4c3aac94b38f14cad917cbf0e93	3.0	0.0	Bacteria; Planctomycetes; OM190; uncultured planctomycete; uncultured planctomycete; uncultured planctomycete; uncultured planctomycete
6f4e8d53540daa897094612f2e212f68	78.0	86.0	Bacteria; Bacteroidetes; Bacteroidia; Chitinophagales; Saprospiraceae; uncultured; uncultured Sphingobacteriia bacterium
ac937dd0986b50b6c0fc3d01f3fde005	48.0	88.0	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Pseudahrensia; 
1f2430b704f251ebcc853ce2a1a2c85d	0.0	5.0	Bacteria; Gemmatimonadetes; BD2-11 terrestrial group; uncultured Gemmatimonadetes bacterium; uncultured Gemmatimonadetes bacterium; uncultured Gemmatimonadetes bacterium; uncultured Gemmatimonadetes bacterium
e86aff9d83cae9a0a12ce9418a82f731	139.0	172.0	Bacteria; Bacteroidetes; Bacteroidia; Flavobacteriales; Cryomorphaceae; NS10 marine group; uncultured Flavobacteriia bacterium
131345e7d6d8a62be6e8c4c8d93ca270	11.0	10.0	Bacteria; Planctomycetes; OM190; uncultured marine bacterium; uncultured marine bacterium; uncultured marine bacterium; uncultured marine bacterium
07918d29ad12e4dae721c7909129d266	63.0	133.0	Bacteria; Proteobacteria; Gammaproteobacteria; Cellvibrionales; Halieaceae; Halioglobus; 
1a04461b51bc23b48c24529fbdb95d2b	17.0	0.0	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Sulfitobacter; 
0429a8a999c3238e12bbfaa1714d385e	21.0	18.0	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; 
226ca6b52d7af139c06f232fd38e3569	54.0	77.0	Bacteria; Bacteroidetes; Bacteroidia; Flavobacteriales; Crocinitomicaceae; Fluviicola; uncultured Flavobacteriia bacterium
cc6b261e10b7521da1762b64c7b66f20	366.0	162.0	Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Hyphomonadaceae; Maricaulis; 
879c0a1517bf8cc53b750eb6446e16ca	0.0	6.0	Bacteria; Proteobacteria; Deltaproteobacteria; SAR324 clade(Marine group B); uncultured bacterium; uncultured bacterium; uncultured bacterium
41e6c0b55654af1d5cd503359fb77d18	0.0	20.0	Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Caulobacteraceae; Brevundimonas; 
7c3473cf63302d75fc5e0aa7da467c30	1379.0	1779.0	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidetes VC2.1 Bac22; uncultured Bacteroidetes bacterium; uncultured Bacteroidetes bacterium; uncultured Bacteroidetes bacterium
e30f2240792c6b70b56bf50df34be4b6	197.0	547.0	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Roseobacter clade NAC11-7 lineage; 
f82d7fe88b1f41307ee2e87ed2001207	5.0	4.0	Bacteria; Proteobacteria; Deltaproteobacteria; ; ; ; 
b617e893b719fd0039349edd2acb0c21	0.0	6.0	Bacteria; Bacteroidetes; Bacteroidia; Flavobacteriales; Flavobacteriaceae; Winogradskyella; 
f44404ea806c18f6b05b7cbb4f3e5fd2	17.0	0.0	Bacteria; Firmicutes; Clostridia; Clostridiales; Peptostreptococcaceae; Romboutsia; uncultured bacterium
32dede879657d29e489d7030361c9f82	13.0	0.0	Bacteria; Bacteroidetes; Bacteroidia; Flavobacteriales; NS9 marine group; ; 
a59f39b06bbadfca19daed13b73a81e7	0.0	3.0	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; AB1; uncultured bacterium; uncultured bacterium
585acbab6a2210c0f4feb3a5180a89a3	0.0	10.0	Bacteria; Proteobacteria; Gammaproteobacteria; Betaproteobacteriales; Burkholderiaceae; ; 
638a2f1ece653205f030964c19430961	9.0	4.0	Bacteria; Verrucomicrobia; Verrucomicrobiae; Arctic97B-4 marine group; uncultured organism; uncultured organism; uncultured organism
151285d05d11dd3bad1b61fc0b635383	0.0	4.0	Bacteria; Tenericutes; Mollicutes; Mycoplasmatales; Mycoplasmataceae; Candidatus Bacilloplasma; uncultured bacterium
68c20314edcbe69d8571c69b7ffe04e0	39.0	55.0	Bacteria; Proteobacteria; Gammaproteobacteria; SAR86 clade; uncultured Oceanospirillales bacterium; uncultured Oceanospirillales bacterium; uncultured Oceanospirillales bacterium
5cd35aa0c27eed819e3f42741da1c890	0.0	5.0	Bacteria; Planctomycetes; vadinHA49; uncultured organism; uncultured organism; uncultured organism; uncultured organism
55b1ecc4c221af21abc9bbf79d4f9d91	33.0	27.0	Bacteria; Proteobacteria; Deltaproteobacteria; Bdellovibrionales; Bdellovibrionaceae; OM27 clade; 
4241d58ba236d33dc2ed9a6d4721c217	0.0	6.0	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; Magnetospiraceae; uncultured; uncultured marine bacterium
dba53424e92d8150b0a59c02c1bd24ef	64.0	76.0	Bacteria; Planctomycetes; Planctomycetacia; Pirellulales; Pirellulaceae; Rubripirellula; uncultured bacterium
7192b22b9f0f0314060b9cf3e91e0c69	0.0	13.0	Bacteria; Marinimicrobia (SAR406 clade); uncultured marine bacterium; uncultured marine bacterium; uncultured marine bacterium; uncultured marine bacterium; uncultured marine bacterium
df2608d66de8d0db68da3cf20426ac03	0.0	4.0	Bacteria; Dependentiae; Babeliae; Babeliales; uncultured bacterium; uncultured bacterium; uncultured bacterium
a7213a1a4e081f68269268e5fd71e12f	0.0	44.0	Bacteria; Epsilonbacteraeota; Campylobacteria; Campylobacterales; Arcobacteraceae; Arcobacter; Arcobacter sp. LA11
e6fc2bad23ecb549e6f75daca4c40153	7.0	0.0	Bacteria; Bacteroidetes; Bacteroidia; Flavobacteriales; NS9 marine group; ; 
02301f7d1e08451a4244ccf9407ca8a8	24.0	53.0	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Lentibacter; 
27b7cbfd478578ae99ace7d2c29b3684	922.0	1331.0	Bacteria; Bacteroidetes; Bacteroidia; Flavobacteriales; Flavobacteriaceae; ; 
1507698ef9efed12b6709f71fcd6d17c	0.0	9.0	Bacteria; Nitrospinae; Nitrospinia; Nitrospinales; Nitrospinaceae; LS-NOB; 
0ad44af266958a36aeebcbfbbd048f8a	5.0	0.0	Bacteria; Proteobacteria; Deltaproteobacteria; Bdellovibrionales; Bdellovibrionaceae; OM27 clade; uncultured marine bacterium
adeffbd39c3be96e40df94e400d48ae3	2.0	0.0	Bacteria; Proteobacteria; Gammaproteobacteria; uncultured; uncultured bacterium; uncultured bacterium; uncultured bacterium
534ae1292f8ab63bdd6f97344ef4656d	39.0	33.0	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae; ; 
817725950d1e7e63b3d8d62ea796d24e	0.0	23.0	Bacteria; Actinobacteria; Thermoleophilia; Solirubrobacterales; Solirubrobacteraceae; Conexibacter; 
d43f711be318aff6b4d49c3804b3d0b2	42.0	42.0	Bacteria; Proteobacteria; Gammaproteobacteria; Oceanospirillales; Oleiphilaceae; Oleiphilus; 
81f209c013aee5bbd465a3daa7870d9d	25.0	14.0	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodovibrionales; Kiloniellaceae; ; 
961fc728510e96be2b3de99a3bb7b398	96.0	14.0	Bacteria; Fibrobacteres; Fibrobacteria; Fibrobacterales; Fibrobacteraceae; uncultured; uncultured bacterium
8a44a4e06b1a74f11ee8e2686464e0d5	159.0	344.0	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Planktomarina; 
0583a6be54548df901f73bc2ec62dfae	16.0	4.0	Bacteria; Proteobacteria; Deltaproteobacteria; Bradymonadales; uncultured delta proteobacterium; uncultured delta proteobacterium; uncultured delta proteobacterium
b5581eb92ec1e93d2c774e604cc77a3d	8.0	0.0	Bacteria; Proteobacteria; Deltaproteobacteria; Bdellovibrionales; Bdellovibrionaceae; OM27 clade; uncultured bacterium
ba4fb44a8b4f3c8839676b2c3966e206	6.0	0.0	Bacteria; Proteobacteria; Gammaproteobacteria; Coxiellales; Coxiellaceae; Coxiella; uncultured gamma proteobacterium
b816f84e82190f43697b94966a8de850	31.0	543.0	Bacteria; Proteobacteria; Gammaproteobacteria; Thiomicrospirales; Thioglobaceae; SUP05 cluster; 
deb7354342cfba5bd9a8f836f18a95fa	31.0	0.0	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingomonas; 
